_id,experience_order,preferredLabel_en,preferredLabel_de,description_en,description_de,preferredLabel_skills,skills,encoded_experience,scaled_id
100099,2,structural ironworker,metallbauer – konstruktionstechnik/metallbauerin – konstruktionstechnik,"Structural ironworker in construction install iron elements into structures. They erect steel frameworks for buildings, bridges and other construction projects. They set metal rods, or rebar, to form reinforced concrete.","Metallbauer – Konstruktionstechnik stellen Metallbaukonstruktionen her. Sie errichten Stahlkonstruktionen für Gebäude, Brücken und andere Bauvorhaben. Mithilfe von Bewehrungsstahl stellen sie Stahlbeton her.",structural ironworker,"['metal joining technologies', 'types of metal', 'types of sawing blades', 'metal thermal conductivity', 'rivet types', 'work ergonomically', 'apply arc welding techniques', 'spot metal imperfections', 'apply spot welding techniques', 'inspect construction supplies', 'align components', 'operate rust proofing spray gun', 'operate handheld riveting equipment', 'follow health and safety procedures in construction', 'remove rust from motor vehicles', 'interpret 3D plans', 'use safety equipment in construction', 'interpret 2D plans', 'tie reinforcing steel', 'tend metal sawing machine', 'follow safety procedures when working at heights', 'set up reinforcing steel', 'cutting technologies', 'metal smoothing technologies', 'prepare pieces for joining', 'operate manual planer', 'apply thermite welding techniques', 'apply brazing techniques', 'rig loads', 'transport construction supplies', 'work in a construction team', 'manipulate glass', 'ensure equipment availability', 'monitor automated machines', 'replace defect components', 'operate oxy-fuel cutting torch', 'keep personal administration', 'process incoming construction supplies', 'tend metal planer', 'recognise signs of corrosion', 'program a CNC controller', 'set window', 'keep records of work progress', 'guide operation of heavy construction equipment', 'guide cranes', 'tend riveting machine', 'set up temporary construction site infrastructure', 'operate soldering equipment']",2,0.32447062177568536
100099,3,building construction worker,hochbauhelfer/hochbauhelferin,Building construction workers prepare and maintain building construction activities on construction sites. They perform preparation and clean-up work in order to assist specialised construction workers.,"Hochbauhelfer übernehmen die Vorbereitung und Wartung von Hochbaumaßnahmen auf Baustellen. Sie führen Vorbereitungs- und Reinigungstätigkeiten durch, um spezialisierte Bauarbeiter zu unterstützen.",building construction worker,"['install wood elements in structures', 'apply finish to concrete', 'inspect masonry work', 'check compatibility of materials', 'dig soil mechanically', 'pour concrete', 'transport construction supplies', 'operate digging construction equipment', 'work in a construction team', 'inspect construction supplies', 'mix concrete', 'prepare wall for wallpaper', 'prepare surface for painting', 'move soil', 'follow health and safety procedures in construction', 'install construction profiles', 'use safety equipment in construction', 'discharge cement', 'prepare surface for plastering', 'place drywall', 'plumbing tools', 'carpentry', 'types of concrete forms', 'types of concrete pumps', 'demolition techniques', 'types of plastering materials', 'building construction principles', 'construction methods', 'building materials industry', 'construction industry', 'plaster surfaces', 'operate masonry power saw', 'operate concrete pumps', 'communicate with construction crews', 'install roof windows', 'inspect construction sites', 'lay tiles', 'read standard blueprints', 'install plumbing systems', 'place concrete forms', 'set window', 'apply adhesive wall coating', 'cut wall chases', 'finish mortar joints', 'screed concrete', 'fit doors', 'construct wood roofs', 'plan construction of houses', 'secure heavy construction equipment']",3,0.32447062177568536
100099,4,building construction worker,hochbauhelfer/hochbauhelferin,Building construction workers prepare and maintain building construction activities on construction sites. They perform preparation and clean-up work in order to assist specialised construction workers.,"Hochbauhelfer übernehmen die Vorbereitung und Wartung von Hochbaumaßnahmen auf Baustellen. Sie führen Vorbereitungs- und Reinigungstätigkeiten durch, um spezialisierte Bauarbeiter zu unterstützen.",building construction worker,"['install wood elements in structures', 'apply finish to concrete', 'inspect masonry work', 'check compatibility of materials', 'dig soil mechanically', 'pour concrete', 'transport construction supplies', 'operate digging construction equipment', 'work in a construction team', 'inspect construction supplies', 'mix concrete', 'prepare wall for wallpaper', 'prepare surface for painting', 'move soil', 'follow health and safety procedures in construction', 'install construction profiles', 'use safety equipment in construction', 'discharge cement', 'prepare surface for plastering', 'place drywall', 'plumbing tools', 'carpentry', 'types of concrete forms', 'types of concrete pumps', 'demolition techniques', 'types of plastering materials', 'building construction principles', 'construction methods', 'building materials industry', 'construction industry', 'plaster surfaces', 'operate masonry power saw', 'operate concrete pumps', 'communicate with construction crews', 'install roof windows', 'inspect construction sites', 'lay tiles', 'read standard blueprints', 'install plumbing systems', 'place concrete forms', 'set window', 'apply adhesive wall coating', 'cut wall chases', 'finish mortar joints', 'screed concrete', 'fit doors', 'construct wood roofs', 'plan construction of houses', 'secure heavy construction equipment']",4,0.32447062177568536
100099,5,structural ironworker,metallbauer – konstruktionstechnik/metallbauerin – konstruktionstechnik,"Structural ironworker in construction install iron elements into structures. They erect steel frameworks for buildings, bridges and other construction projects. They set metal rods, or rebar, to form reinforced concrete.","Metallbauer – Konstruktionstechnik stellen Metallbaukonstruktionen her. Sie errichten Stahlkonstruktionen für Gebäude, Brücken und andere Bauvorhaben. Mithilfe von Bewehrungsstahl stellen sie Stahlbeton her.",structural ironworker,"['metal joining technologies', 'types of metal', 'types of sawing blades', 'metal thermal conductivity', 'rivet types', 'work ergonomically', 'apply arc welding techniques', 'spot metal imperfections', 'apply spot welding techniques', 'inspect construction supplies', 'align components', 'operate rust proofing spray gun', 'operate handheld riveting equipment', 'follow health and safety procedures in construction', 'remove rust from motor vehicles', 'interpret 3D plans', 'use safety equipment in construction', 'interpret 2D plans', 'tie reinforcing steel', 'tend metal sawing machine', 'follow safety procedures when working at heights', 'set up reinforcing steel', 'cutting technologies', 'metal smoothing technologies', 'prepare pieces for joining', 'operate manual planer', 'apply thermite welding techniques', 'apply brazing techniques', 'rig loads', 'transport construction supplies', 'work in a construction team', 'manipulate glass', 'ensure equipment availability', 'monitor automated machines', 'replace defect components', 'operate oxy-fuel cutting torch', 'keep personal administration', 'process incoming construction supplies', 'tend metal planer', 'recognise signs of corrosion', 'program a CNC controller', 'set window', 'keep records of work progress', 'guide operation of heavy construction equipment', 'guide cranes', 'tend riveting machine', 'set up temporary construction site infrastructure', 'operate soldering equipment']",5,0.32447062177568536
100100,0,domestic cleaner,reinigungskraft in privathaushalt,"Domestic cleaners perform all necessary cleaning activities in order to clean their clients' houses. They vacuum and sweep floors, wash dishes, launder clothes, dust, scrub and polish surfaces and disinfect equipment and materials.","Reinigungskräfte in Privathaushalten führen alle erforderlichen Reinigungsarbeiten durch, um die Häuser ihrer Kunden zu reinigen. Sie saugen und wischen Fußböden, spülen Geschirr, waschen Kleidung, übernehmen das Abstauben, Schrubben und Polieren von Oberflächen und das Desinfizieren von Geräten und Materialien.",domestic cleaner,"['cleaning techniques', 'maintain inventory of cleaning supplies', 'maintain personal hygiene standards when cleaning', 'wash the laundry', 'work ergonomically', 'clean household linens', 'remove dust', 'perform cleaning duties', 'handle chemical cleaning agents', 'iron textiles', 'clean toilet facilities', 'vacuum surfaces', 'clean surfaces', 'maintain cleaning equipment', 'clean rooms', ""restock toilet facilities' supplies"", 'wash the dishes', 'ensure cleanliness of food preparation area', 'clean glass surfaces', 'make the beds', 'sort waste', 'feed pets', 'handle linen in stock', 'clean vehicle exterior', 'wash costumes', 'carry out pressure washing activities', 'buy groceries', 'provide dog walking services', 'maintain wardrobe', 'lift heavy weights', 'maintain a safe, hygienic and secure working environment', 'wash vehicles', 'clean vehicle interiors', 'perform outdoor cleaning activities', 'supervise children']",0,0.32450452632670207
100100,1,healthcare assistant,pflegehelfer/pflegehelferin,"Healthcare assistants work in teams of nurses within the occupational fields of nursing, social care, clinical care and care of people of all age-groups. Healthcare assistants assist in the promotion and restoration of patients' health by providing physical and psychological support to patients, friends and families.","Pflegehelfer/innen arbeiten im Team mit Krankenschwestern/Krankenpflegern in der Krankenpflege, der Sozialpflege, der klinischen Versorgung sowie der Pflege und Versorgung von Patientinnen und Patienten aller Altersgruppen. Pflegehelfer/innen helfen bei der Förderung und Wiederherstellung der Gesundheit der Patientinnen und Patienten, indem sie diesen und deren Freunden und Familien physische und psychologische Unterstützung leisten.
	",healthcare assistant,"['respond to changing situations in health care', 'educate on the prevention of illness', 'inform policy makers on health-related challenges', 'contribute to continuity of health care', 'use e-health and mobile health technologies', 'empathise with the healthcare user', 'provide basic support to patients', 'identify abnormalities', ""manage healthcare users' data"", 'deal with emergency care situations', 'provide health education', 'support nurses', 'work under supervision in care', 'communicate with nursing staff', 'follow clinical guidelines', ""advise on healthcare users' informed consent"", 'comply with quality standards related to healthcare practice', 'comply with legislation related to health care', 'listen actively', 'adhere to organisational guidelines', 'convey medical routine information', 'work in a multicultural environment in health care', 'work with nursing staff', 'promote inclusion', 'interact with healthcare users', 'ensure safety of healthcare users', 'have computer literacy', 'monitor basic patients signs', 'apply organisational techniques', 'develop a collaborative therapeutic relationship', 'work in multidisciplinary health teams', 'accept own accountability', 'geriatrics', 'disability care', ""older adults' needs"", 'disability types', 'sterilization techniques', 'perform cleaning duties', 'use technical equipment for sterilisation', ""evaluate older adults' ability to take care of themselves"", 'distribute meals to patients', 'communicate in foreign languages with health service providers', 'use foreign languages for health-related research', 'assist in the administration of medication to elderly', 'use foreign languages in patient care', 'support individuals to adjust to physical disability']",1,0.32450452632670207
100100,2,healthcare assistant,pflegehelfer/pflegehelferin,"Healthcare assistants work in teams of nurses within the occupational fields of nursing, social care, clinical care and care of people of all age-groups. Healthcare assistants assist in the promotion and restoration of patients' health by providing physical and psychological support to patients, friends and families.","Pflegehelfer/innen arbeiten im Team mit Krankenschwestern/Krankenpflegern in der Krankenpflege, der Sozialpflege, der klinischen Versorgung sowie der Pflege und Versorgung von Patientinnen und Patienten aller Altersgruppen. Pflegehelfer/innen helfen bei der Förderung und Wiederherstellung der Gesundheit der Patientinnen und Patienten, indem sie diesen und deren Freunden und Familien physische und psychologische Unterstützung leisten.
	",healthcare assistant,"['respond to changing situations in health care', 'educate on the prevention of illness', 'inform policy makers on health-related challenges', 'contribute to continuity of health care', 'use e-health and mobile health technologies', 'empathise with the healthcare user', 'provide basic support to patients', 'identify abnormalities', ""manage healthcare users' data"", 'deal with emergency care situations', 'provide health education', 'support nurses', 'work under supervision in care', 'communicate with nursing staff', 'follow clinical guidelines', ""advise on healthcare users' informed consent"", 'comply with quality standards related to healthcare practice', 'comply with legislation related to health care', 'listen actively', 'adhere to organisational guidelines', 'convey medical routine information', 'work in a multicultural environment in health care', 'work with nursing staff', 'promote inclusion', 'interact with healthcare users', 'ensure safety of healthcare users', 'have computer literacy', 'monitor basic patients signs', 'apply organisational techniques', 'develop a collaborative therapeutic relationship', 'work in multidisciplinary health teams', 'accept own accountability', 'geriatrics', 'disability care', ""older adults' needs"", 'disability types', 'sterilization techniques', 'perform cleaning duties', 'use technical equipment for sterilisation', ""evaluate older adults' ability to take care of themselves"", 'distribute meals to patients', 'communicate in foreign languages with health service providers', 'use foreign languages for health-related research', 'assist in the administration of medication to elderly', 'use foreign languages in patient care', 'support individuals to adjust to physical disability']",2,0.32450452632670207
100100,3,mover,transportarbeiter/transportarbeiterin,"Movers are responsible for the physical handling of goods and belongings to be relocated or transported from one place to the other. They disassemble goods, machinery or belongings for transporting and assemble or install them in the new location. They ensure that objects are well protected and packed, secured and placed correctly in trucks and transports.","Transportarbeiter sind zuständig für den physischen Umgang mit Waren und Gegenständen, die umgelagert oder von einem Ort zum anderen befördert werden sollen. Sie nehmen Waren, Maschinen oder Gegenstände für den Transport auseinander und bauen sie am neuen Ort wieder zusammen bzw. montieren sie. Sie stellen sicher, dass Objekte gut geschützt und verpackt sind und dass sie im Lastwagen und Transporter sicher und ordnungsgemäß untergebracht sind.",mover,"['hazards associated with loading dangerous goods', 'follow detailed procedures for relocating specific goods', 'communicate with customers', 'handle delivery of furniture goods', 'stack goods', 'read pictograms', 'pack goods', 'use communication devices', 'follow work procedures', 'use traditional toolbox tools', 'carry objects', 'maintain inventory of tools', 'select equipment required for moving activities', 'animal transport regulations', 'types of packaging materials', 'health and safety measures in transportation', 'electricity', 'mechanics', 'load animals for transportation', 'shunt inbound loads', 'determine cargo loading sequence', 'operate forklift', 'clean furniture', 'disassemble machines', 'apply techniques for stacking goods into containers', 'perform cleaning duties', 'organise weight of loads according to lifting equipment capacity', 'clean surfaces', 'assemble machines', 'implement efficiency plans for logistics operations', 'operate cranes', 'analyse requirements for moving goods']",3,0.32450452632670207
100102,0,ict project manager,it-projektmanager/it-projektmanagerin,"ICT project managers schedule, control and direct the resources, people, funding and facilities to achieve the objectives of ICT projects. They establish budgets and timelines, perform risk analysis and quality management, and complete project closure reports.","IT-Projektmanager/IT-Projektmanagerinnen planen, steuern und leiten die Ressourcen, Menschen, Finanzmittel und Einrichtungen, um die Ziele von IT-Projekten zu erreichen. Sie legen Budgets und Fristen fest, führen Risikoanalysen und Qualitätsmanagement durch und verfassen die Projektabschlussberichte.",ICT project manager,"['internal risk management policy', 'quality standards', 'ICT project management', 'ICT project management methodologies', 'blockchain mining principles', 'coach employees', 'apply conflict management', 'perform risk analysis', 'manage budgets', 'create project specifications', 'manage project information', 'define technology strategy', 'manage staff', 'manage ICT project', 'provide cost benefit analysis reports', 'recruit employees', 'manage project changes', 'analyse business plans', 'define roadmap for blockchain in applications', 'develop blockchain technology', 'identify legal requirements', 'perform project management', 'build business relationships', 'estimate duration of work', 'train employees', 'perform resource planning', 'incremental development', 'systems development life-cycle', 'Agile project management', 'software architecture models', 'Iterative development', 'digital systems', 'Spiral development', 'object-oriented modelling', 'Outsourcing model', 'hybrid model', 'crowdsourcing strategy', 'Waterfall development', 'outsourcing strategy', 'service-oriented modelling', 'software design methodologies', 'Rapid application development', 'legal requirements of ICT products', 'Open source model', 'quality assurance methodologies', 'ICT system user requirements', 'project configuration management', 'Process-based management', 'lean project management', 'Agile development', 'document management', 'Prototyping development', 'insourcing strategy', 'DevOps', 'ICT process quality models', 'create solutions to problems', 'develop information standards', 'carry out project activities', 'apply change management', 'maintain relationship with suppliers', 'use ICT ticketing system', 'implement ICT risk management', 'maintain a central project repository', 'execute ICT audits', 'perform procurement processes', 'manage localisation', 'use e-procurement', 'organise project meetings', 'apply organisational techniques', 'define technical requirements', 'draft project documentation']",0,0.32457233542873537
100102,1,user interface designer,multimedia-designer/multimedia-designerin,"User interface designers are in charge of designing user interfaces for applications and systems. They perform layout, graphics and dialogues design activities as well as adaptation activities.","Multimedia-Designer sind für die Gestaltung der Benutzeroberflächen für Anwendungen und Systeme zuständig. Sie gestalten das Layout, die Grafiken und die Dialoge sowie die Anpassungsmöglichkeiten.",user interface designer,"['software UI design patterns', 'interactive media', 'ICT accessibility standards', 'web programming', 'task algorithmisation', 'ICT security legislation', 'World Wide Web Consortium standards', 'human-computer interaction', 'graphics editor software', 'application usability', 'software interaction design', 'use an application-specific interface', 'use markup languages', 'design process', 'translate requirements into visual design', ""assess users' interaction with ICT applications"", 'use methodologies for user-centered design', 'develop creative ideas', 'interact with users to gather requirements', 'test system accessibility for users with special needs', 'manage online content', 'define technical requirements', 'build business relationships', 'design graphics', 'create website wireframe', 'draw design sketches', 'design user interface', 'Haskell', 'incremental development', 'Erlang', 'SAS language', 'Agile project management', 'Ruby (computer programming)', 'Common Lisp', 'Lisp', 'Visual Basic', 'Adobe Photoshop', 'screen reader', 'Java (computer programming)', 'computer programming', 'cognitive psychology', 'Adobe Illustrator', 'Prolog (computer programming)', 'OpenEdge Advanced Business Language', 'Iterative development', 'JavaScript', 'Perl', 'Smalltalk (computer programming)', 'PHP', 'Assembly (computer programming)', 'Spiral development', 'GIMP (graphics editor software)', 'C#', 'R', 'Groovy', 'ASP.NET', 'APL', 'Waterfall development', 'SketchBook Pro', 'TypeScript', 'Microsoft Visio', 'quality standards', 'software design methodologies', 'web based collaborative platforms', 'Rapid application development', 'business process modelling', 'CoffeeScript', 'Objective-C', 'ML (computer programming)', 'augmented reality', 'Synfig', 'AJAX', 'C++', 'SAP R3', 'Swift (computer programming)', 'ICT project management methodologies', 'MATLAB', 'Python (computer programming)', 'Scratch (computer programming)', 'Process-based management', 'lean project management', 'Agile development', 'VBScript', 'COBOL', 'Pascal (computer programming)', 'ABAP', 'Prototyping development', 'DevOps', 'Scala', 'natural language processing', 'perform online data analysis', 'create software design', 'use query languages', 'manage localisation', 'analyse business requirements']",1,0.32457233542873537
100102,2,ict project manager,it-projektmanager/it-projektmanagerin,"ICT project managers schedule, control and direct the resources, people, funding and facilities to achieve the objectives of ICT projects. They establish budgets and timelines, perform risk analysis and quality management, and complete project closure reports.","IT-Projektmanager/IT-Projektmanagerinnen planen, steuern und leiten die Ressourcen, Menschen, Finanzmittel und Einrichtungen, um die Ziele von IT-Projekten zu erreichen. Sie legen Budgets und Fristen fest, führen Risikoanalysen und Qualitätsmanagement durch und verfassen die Projektabschlussberichte.",ICT project manager,"['internal risk management policy', 'quality standards', 'ICT project management', 'ICT project management methodologies', 'blockchain mining principles', 'coach employees', 'apply conflict management', 'perform risk analysis', 'manage budgets', 'create project specifications', 'manage project information', 'define technology strategy', 'manage staff', 'manage ICT project', 'provide cost benefit analysis reports', 'recruit employees', 'manage project changes', 'analyse business plans', 'define roadmap for blockchain in applications', 'develop blockchain technology', 'identify legal requirements', 'perform project management', 'build business relationships', 'estimate duration of work', 'train employees', 'perform resource planning', 'incremental development', 'systems development life-cycle', 'Agile project management', 'software architecture models', 'Iterative development', 'digital systems', 'Spiral development', 'object-oriented modelling', 'Outsourcing model', 'hybrid model', 'crowdsourcing strategy', 'Waterfall development', 'outsourcing strategy', 'service-oriented modelling', 'software design methodologies', 'Rapid application development', 'legal requirements of ICT products', 'Open source model', 'quality assurance methodologies', 'ICT system user requirements', 'project configuration management', 'Process-based management', 'lean project management', 'Agile development', 'document management', 'Prototyping development', 'insourcing strategy', 'DevOps', 'ICT process quality models', 'create solutions to problems', 'develop information standards', 'carry out project activities', 'apply change management', 'maintain relationship with suppliers', 'use ICT ticketing system', 'implement ICT risk management', 'maintain a central project repository', 'execute ICT audits', 'perform procurement processes', 'manage localisation', 'use e-procurement', 'organise project meetings', 'apply organisational techniques', 'define technical requirements', 'draft project documentation']",2,0.32457233542873537
100102,3,assistant stage director,regieassistent/regieassistentin,"Assistant stage directors support the needs of the stage director and the production for each assigned stage production, and serve as a liaison between performers, theatre staff and stage directors. They take notes, provide feedback, coordinate the rehearsal schedule, take blocking, rehearse or review scenes, prepare or distribute actor notes, and facilitate communication between designers, production staff, and stage director.","Regieassistenten unterstützen Regisseure, helfen bei den ihnen zugewiesenen Bühnenproduktionen und dienen als Bindeglied zwischen darstellenden Künstlern, Theatermitarbeitern und Regisseuren. Sie führen Aufzeichnungen, geben Feedback, koordinieren den Zeitplan für die Proben, nehmen Regieanweisungen entgegen, proben oder überprüfen Szenen, erstellen oder verteilen Hinweise für Schauspieler und unterstützen die Kommunikation zwischen Designern, Produktionsmitarbeitern und Regisseur.",assistant stage director,"['art-historical values', 'analyse the artistic concept based on stage actions', 'maintain a production book', 'read scripts', 'supervise script preparation', 'understand artistic concepts', ""adapt to artists' creative demands"", 'maintain blocking notes', 'use communication techniques', 'find a replacement for stage manager', 'liaise between theatre direction and design team', 'follow time cues', 'develop an artistic framework', 'define artistic vision', 'coordinate with creative departments', 'assemble an artistic team', 'coordinate pre-show checks', 'develop artistic project budgets', 'direct an artistic team', 'manage prompt book', 'define artistic approach', 'coordinate artistic production', 'prompt performers']",3,0.32457233542873537
100102,4,user interface designer,multimedia-designer/multimedia-designerin,"User interface designers are in charge of designing user interfaces for applications and systems. They perform layout, graphics and dialogues design activities as well as adaptation activities.","Multimedia-Designer sind für die Gestaltung der Benutzeroberflächen für Anwendungen und Systeme zuständig. Sie gestalten das Layout, die Grafiken und die Dialoge sowie die Anpassungsmöglichkeiten.",user interface designer,"['software UI design patterns', 'interactive media', 'ICT accessibility standards', 'web programming', 'task algorithmisation', 'ICT security legislation', 'World Wide Web Consortium standards', 'human-computer interaction', 'graphics editor software', 'application usability', 'software interaction design', 'use an application-specific interface', 'use markup languages', 'design process', 'translate requirements into visual design', ""assess users' interaction with ICT applications"", 'use methodologies for user-centered design', 'develop creative ideas', 'interact with users to gather requirements', 'test system accessibility for users with special needs', 'manage online content', 'define technical requirements', 'build business relationships', 'design graphics', 'create website wireframe', 'draw design sketches', 'design user interface', 'Haskell', 'incremental development', 'Erlang', 'SAS language', 'Agile project management', 'Ruby (computer programming)', 'Common Lisp', 'Lisp', 'Visual Basic', 'Adobe Photoshop', 'screen reader', 'Java (computer programming)', 'computer programming', 'cognitive psychology', 'Adobe Illustrator', 'Prolog (computer programming)', 'OpenEdge Advanced Business Language', 'Iterative development', 'JavaScript', 'Perl', 'Smalltalk (computer programming)', 'PHP', 'Assembly (computer programming)', 'Spiral development', 'GIMP (graphics editor software)', 'C#', 'R', 'Groovy', 'ASP.NET', 'APL', 'Waterfall development', 'SketchBook Pro', 'TypeScript', 'Microsoft Visio', 'quality standards', 'software design methodologies', 'web based collaborative platforms', 'Rapid application development', 'business process modelling', 'CoffeeScript', 'Objective-C', 'ML (computer programming)', 'augmented reality', 'Synfig', 'AJAX', 'C++', 'SAP R3', 'Swift (computer programming)', 'ICT project management methodologies', 'MATLAB', 'Python (computer programming)', 'Scratch (computer programming)', 'Process-based management', 'lean project management', 'Agile development', 'VBScript', 'COBOL', 'Pascal (computer programming)', 'ABAP', 'Prototyping development', 'DevOps', 'Scala', 'natural language processing', 'perform online data analysis', 'create software design', 'use query languages', 'manage localisation', 'analyse business requirements']",4,0.32457233542873537
100102,5,editorial assistant,redaktionsassistent/redaktionsassistentin,"Editorial assistants support the editorial staff at all stages of the publication process of newspapers, websites, online newsletters, books and journals. They collect, verify and process information, acquire permits and deal with rights. Editorial assistants act as point of contact for the editorial staff, schedule appointments and interviews. They proofread and give recommendations on the content. ","Redaktionsassistenten unterstützen die Redaktion in allen Phasen der Veröffentlichung von Zeitungen, Websites, Online-Newslettern, Büchern und Zeitschriften. Sie sammeln, prüfen und verarbeiten Informationen, holen Genehmigungen ein und kümmern sich um Urheberrechte. Redaktionsassistenten fungieren als Ansprechpartner für die Redaktion. Sie vereinbaren Termine für Treffen und Interviews. Sie lesen Texte Korrektur und äußern Empfehlungen zum Inhalt.",editorial assistant,"['digital journalism', 'media law', 'editorial standards', 'linguistics', 'database management systems', 'desktop publishing', 'press law', 'use spreadsheets software', 'follow newspaper house style', 'check correctness of information', 'consult information sources', 'adapt to type of media', 'use word processing software', 'structure information', 'manage information sources', 'digital content creation', 'search engines', 'writing techniques', 'audio editing software', 'authoring software', 'participate in editorial meetings', 'select scripts', 'answer incoming calls', 'interview people', 'search databases', 'evaluate interview reports', 'use specific writing techniques', 'edit scripts']",5,0.32457233542873537
100102,6,project manager,projektmanager/projektmanagerin,"Project managers oversee the project on a daily basis and are responsible for delivering high-quality results within the identified objectives and constraints, ensuring the effective use of the allocated resources. They are responsible for risk and issue management, project communication and stakeholder management. Project managers perform the activities of planning, organising, securing, monitoring and managing the resources and work necessary to deliver specific project goals and objectives in an effective and efficient way.","Projektmanager/innen beaufsichtigen Projekte täglich und sind dafür verantwortlich, dass im Rahmen der festgelegten Ziele und Beschränkungen qualitativ hochwertige Ergebnisse erzielt werden und die zugewiesenen Ressourcen effektiv genutzt werden. Sie sind für das Risiko- und Problemmanagement, die Projektkommunikation und das Stakeholder-Management zuständig. Projektmanager/innen planen, organisieren, sichern, überwachen und verwalten die Ressourcen und Arbeiten, die erforderlich sind, um bestimmte Projektziele effektiv und effizient zu erreichen.
	",project manager,"['internal risk management policy', 'project management principles', 'project management', 'project management methodology (PM²)', 'communication principles', 'manage supplies', 'apply conflict management', 'ensure compliance with legal requirements', 'perform risk analysis', 'manage budgets', 'create project specifications', 'manage project information', 'customise project methodologies', 'manage staff', 'provide cost benefit analysis reports', 'manage project changes', 'establish daily priorities', 'ensure equipment availability', 'negotiate with stakeholders', 'supervise daily information operations', 'write work-related reports', 'manage logistics', 'perform PESTEL analysis', 'identify legal requirements', 'organise project meetings', 'manage project metrics', 'ensure equipment maintenance', 'perform project management', 'build business relationships', 'control of expenses', 'estimate duration of work', 'train employees', 'liaise with managers', 'draft project documentation', 'perform resource planning', 'follow company standards', 'program management', 'legal studies', 'Agile project management', 'mathematics', 'corporate social responsibility', 'crowdsourcing strategy', 'office administration', 'outsourcing strategy', 'Prince2 project management', 'statistics', 'risk identification', 'total quality control', 'quantity surveying', 'business processes', 'quality assurance methodologies', 'project configuration management', 'lean project management', 'insourcing strategy', 'strive for company growth', 'apply change management', 'maintain relationship with suppliers', 'design wayside signalling interlockings', 'recruit employees', 'analyse business plans', 'maintain a central project repository', 'use communication techniques', 'find a replacement for stage manager', 'plan schedule', 'manage several projects', 'create a financial report', 'develop business plans', 'manage standard enterprise resource planning system']",6,0.32457233542873537
100103,0,real estate agent,immobilienmakler/immobilienmaklerin,"Real estate agents administer the sales or letting process of residential, commercial properties or land on behalf of their clients. They investigate the property's condition and assess its value in order to offer the best price to their clients. They negotiate, compose a sales contract or a rental contract and liaise with third parties in order to realize the stated objectives during transactions. They undertake research to determine the legality of a property sale before it is sold and make sure the transaction is not subject to any disputes or restrictions.","Immobilienmakler verwalten den Verkauf oder die Vermietung von Wohn- und Gewerbeimmobilien oder Grundstücken im Namen ihrer Kunden. Sie prüfen den Zustand der Immobilie und bewerten ihren Wert, um ihren Kunden den besten Preis anzubieten. Sie führen Verhandlungen, setzen einen Kauf- oder Mietvertrag auf und setzen sich mit Dritten in Verbindung, um bei den Geschäften die erklärten Ziele zu erreichen. Sie führen Recherchen durch, um die Rechtmäßigkeit eines Immobilienverkaufs im Vorfeld zu ermitteln, und stellen sicher, dass ihm keine Rechtsstreitigkeiten oder Beschränkungen entgegenstehen.",real estate agent,"['customer service', 'contract law', 'office administration', 'real estate market', 'mortgage loans', 'property law', 'maintain relationship with customers', 'advise on property value', ""identify customer's needs"", 'inform on renting agreements', 'prospect new customers', 'obtain financial information', 'liaise with property owners', 'provide information on properties', 'manage contracts', 'value properties', 'compare property values', 'perform property market research', 'prepare real estate contract', 'maintain financial records', 'energy performance of buildings', 'virtual reality', 'building codes', 'building construction principles', 'accounting techniques', 'advertising techniques', 'modern portfolio theory', 'concurrent estate', 'types of insurance', 'collect property financial information', 'prepare sales checks', 'analyse loans', 'protect client interests', 'liaise with local authorities', 'analyse insurance needs', 'assist in loan applications', 'attend trade fairs', 'estimate profitability', 'create a financial plan', 'advise on investment', 'perform contract compliance audits', 'examine mortgage loan documents', 'negotiate with property owners', 'examine credit ratings', 'liaise with advertising agencies', 'prepare inventory of properties', 'handle tenant changeover', 'examine the conditions of buildings', 'review closing procedures', 'process payments', 'consult credit score', 'plan buildings maintenance work', 'write inspection reports', 'monitor title procedures', 'organise property viewing', 'manage contract disputes', 'organise a damage assessment']",0,0.3246062399797521
100103,1,real estate surveyor,immobiliensachverständiger/immobiliensachverständige,"Real estate surveyors undertake research in order to assess the value of property for tax purposes. They investigate multiple properties at once, using accurate appraisal techniques. They provide their services usually to local and governmental bodies for taxation reasons.","Immobiliensachverständige nehmen Recherchen vor, um den Wert einer Immobilie für Steuerzwecke zu ermitteln. Sie untersuchen mehrere Immobilien parallel und verwenden dabei präzise Bewertungsverfahren. In der Regel erbringen sie ihre Dienstleistungen für kommunale und andere Steuerbehörden.",real estate surveyor,"['real estate market', 'property law', 'tax legislation', 'collect property financial information', 'advise on property value', 'maintain relationships with government agencies', 'provide information on properties', 'examine the conditions of buildings', 'value properties', 'compare property values', 'perform property market research', 'quality assurance procedures', 'geographic information systems', 'energy performance of buildings', 'building codes', 'risk management', 'cadastral taxation', 'quantity surveying', 'concurrent estate', 'perform risk analysis', 'research taxation procedures', 'compile appraisal reports', 'read standard blueprints', 'obtain financial information', 'perform field research', 'inspect taxation documents']",1,0.3246062399797521
